customer_id,tenure,marital_status,number_of_device_registered,number_of_address,prefered_order_cat,churn
1957,27.0,Single,3.0,7.0,Laptop & Accessory,0.0
1958,8.0,Divorced,3.0,2.0,Fashion,0.0
1959,29.0,Married,5.0,3.0,Grocery,0.0
1960,2.0,Married,1.0,7.0,Mobile,0.0
1961,29.0,Married,3.0,8.0,Grocery,0.0
1962,22.0,Married,5.0,6.0,Others,0.0
1963,12.0,Married,4.0,7.0,Mobile,0.0
1964,11.0,Married,4.0,3.0,Laptop & Accessory,0.0
1965,1.0,Single,5.0,10.0,Laptop & Accessory,0.0
1966,9.0,Married,3.0,5.0,Laptop & Accessory,1.0
1967,17.0,Married,5.0,6.0,Grocery,0.0
1968,11.0,Married,5.0,4.0,Laptop & Accessory,0.0
1969,15.0,Married,3.0,2.0,Laptop & Accessory,0.0
1970,0.0,Divorced,3.0,2.0,Mobile,1.0
1971,14.0,Married,1.0,2.0,Fashion,0.0
1972,8.0,Married,1.0,2.0,Laptop & Accessory,0.0
1973,9.0,Married,3.0,1.0,Mobile,0.0
1974,1.0,Single,4.0,3.0,Mobile,0.0
1975,9.0,Married,3.0,4.0,Mobile,0.0
1976,8.0,Single,5.0,3.0,Fashion,0.0
1977,6.0,Married,3.0,4.0,Laptop & Accessory,0.0
1978,0.0,Married,5.0,4.0,Laptop & Accessory,1.0
1979,23.0,Married,4.0,5.0,Others,0.0
1980,19.0,Single,4.0,6.0,Laptop & Accessory,0.0
1981,15.0,Single,4.0,3.0,Fashion,0.0
1982,10.0,Married,5.0,3.0,Laptop & Accessory,0.0
1983,19.0,Single,6.0,3.0,Laptop & Accessory,0.0
1984,7.0,Single,4.0,10.0,Laptop & Accessory,0.0
1985,10.0,Married,5.0,2.0,Laptop & Accessory,0.0
1986,0.0,Single,4.0,8.0,Mobile,1.0
1987,2.0,Single,4.0,2.0,Laptop & Accessory,0.0
1988,17.0,Married,1.0,2.0,Fashion,0.0
1989,2.0,Married,3.0,1.0,Mobile,0.0
1990,27.0,Married,3.0,5.0,Others,0.0
1991,22.0,Divorced,4.0,3.0,Others,0.0
1992,1.0,Divorced,4.0,2.0,Laptop & Accessory,0.0
1993,0.0,Married,3.0,10.0,Fashion,1.0
1994,12.0,Single,4.0,3.0,Laptop & Accessory,0.0
1995,1.0,Single,4.0,3.0,Mobile,1.0
1996,1.0,Divorced,5.0,1.0,Laptop & Accessory,0.0
1997,17.0,Divorced,4.0,10.0,Fashion,0.0
1998,20.0,Married,4.0,11.0,Mobile,1.0
1999,9.0,Married,3.0,8.0,Laptop & Accessory,0.0
2000,11.0,Single,4.0,3.0,Fashion,0.0
2001,5.0,Married,4.0,4.0,Laptop & Accessory,0.0
2002,8.0,Divorced,3.0,2.0,Mobile,0.0
2003,0.0,Single,4.0,2.0,Mobile,1.0
2004,8.0,Single,3.0,2.0,Laptop & Accessory,0.0
2005,15.0,Single,4.0,3.0,Grocery,0.0
2006,0.0,Divorced,5.0,5.0,Laptop & Accessory,1.0
2007,1.0,Married,4.0,3.0,Laptop & Accessory,1.0
2008,3.0,Married,5.0,6.0,Laptop & Accessory,0.0
2009,7.0,Divorced,5.0,10.0,Mobile,0.0
2010,5.0,Divorced,4.0,2.0,Laptop & Accessory,0.0
2011,0.0,Single,3.0,2.0,Mobile,1.0
2012,1.0,Married,5.0,3.0,Laptop & Accessory,0.0
2013,10.0,Married,5.0,2.0,Laptop & Accessory,0.0
2014,22.0,Married,4.0,2.0,Laptop & Accessory,0.0
2015,7.0,Married,3.0,3.0,Fashion,0.0
2016,13.0,Married,3.0,4.0,Mobile,0.0
2017,14.0,Single,3.0,3.0,Mobile,0.0
2018,6.0,Married,4.0,3.0,Mobile,0.0
2019,0.0,Single,3.0,2.0,Mobile,0.0
2020,27.0,Married,4.0,5.0,Others,0.0
2021,4.0,Divorced,3.0,9.0,Mobile,0.0
2022,6.0,Divorced,4.0,2.0,Laptop & Accessory,0.0
2023,14.0,Married,4.0,9.0,Laptop & Accessory,0.0
2024,0.0,Married,4.0,2.0,Laptop & Accessory,0.0
2025,13.0,Divorced,5.0,3.0,Others,0.0
2026,0.0,Married,4.0,4.0,Mobile,1.0
2027,1.0,Divorced,4.0,2.0,Mobile,0.0
2028,6.0,Married,1.0,7.0,Mobile,0.0
2029,1.0,Married,5.0,4.0,Laptop & Accessory,0.0
2030,16.0,Single,5.0,3.0,Laptop & Accessory,0.0
2031,9.0,Single,4.0,4.0,Fashion,0.0
2032,23.0,Married,3.0,1.0,Laptop & Accessory,0.0
2033,30.0,Married,3.0,6.0,Others,0.0
2034,24.0,Married,4.0,6.0,Others,0.0
2035,1.0,Married,4.0,8.0,Mobile,0.0
2036,20.0,Married,4.0,4.0,Laptop & Accessory,0.0
2037,16.0,Married,4.0,2.0,Grocery,0.0
2038,10.0,Single,3.0,5.0,Fashion,0.0
2039,16.0,Single,4.0,4.0,Fashion,0.0
2040,18.0,Married,3.0,5.0,Fashion,0.0
2041,6.0,Single,3.0,2.0,Grocery,0.0
2042,8.0,Married,4.0,6.0,Laptop & Accessory,0.0
2043,7.0,Married,4.0,3.0,Laptop & Accessory,0.0
2044,9.0,Married,4.0,1.0,Mobile,0.0
2045,10.0,Divorced,4.0,2.0,Laptop & Accessory,0.0
2046,26.0,Married,5.0,2.0,Others,0.0
2047,27.0,Divorced,3.0,9.0,Fashion,0.0
2048,29.0,Single,3.0,10.0,Others,0.0
2049,0.0,Single,3.0,1.0,Mobile,1.0
2050,1.0,Single,4.0,3.0,Mobile,1.0
2051,3.0,Married,5.0,3.0,Mobile,0.0
2052,13.0,Single,4.0,2.0,Others,0.0
2053,6.0,Married,2.0,5.0,Mobile,0.0
2054,2.0,Married,3.0,3.0,Laptop & Accessory,0.0
2055,6.0,Single,3.0,9.0,Laptop & Accessory,0.0
2056,9.0,Divorced,3.0,1.0,Laptop & Accessory,0.0
2057,9.0,Married,3.0,8.0,Laptop & Accessory,0.0
2058,22.0,Single,4.0,3.0,Fashion,0.0
2059,11.0,Married,4.0,2.0,Mobile,0.0
2060,11.0,Married,4.0,1.0,Fashion,0.0
2061,10.0,Married,3.0,8.0,Mobile,0.0
2062,9.0,Single,4.0,2.0,Laptop & Accessory,0.0
2063,1.0,Single,5.0,3.0,Mobile,1.0
2064,4.0,Single,4.0,1.0,Mobile,0.0
2065,21.0,Single,4.0,3.0,Laptop & Accessory,0.0
2066,1.0,Married,4.0,11.0,Mobile,0.0
2067,9.0,Divorced,5.0,8.0,Mobile,0.0
2068,8.0,Married,4.0,11.0,Laptop & Accessory,0.0
2069,9.0,Single,4.0,3.0,Laptop & Accessory,0.0
2070,24.0,Divorced,4.0,7.0,Grocery,0.0
2071,0.0,Married,4.0,2.0,Mobile,1.0
2072,9.0,Married,5.0,2.0,Mobile,0.0
2073,18.0,Single,5.0,5.0,Mobile,0.0
2074,1.0,Single,4.0,3.0,Mobile,1.0
2075,9.0,Married,5.0,2.0,Mobile,0.0
2076,7.0,Married,3.0,5.0,Laptop & Accessory,0.0
2077,1.0,Married,4.0,5.0,Mobile,0.0
2078,11.0,Married,4.0,4.0,Laptop & Accessory,0.0
2079,7.0,Married,4.0,2.0,Laptop & Accessory,0.0
2080,5.0,Divorced,4.0,7.0,Mobile,0.0
2081,9.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
2082,3.0,Single,4.0,5.0,Mobile,0.0
2083,14.0,Single,5.0,2.0,Mobile,0.0
2084,1.0,Single,4.0,3.0,Mobile,0.0
2085,0.0,Married,3.0,10.0,Fashion,1.0
2086,0.0,Single,4.0,1.0,Mobile,1.0
2087,13.0,Single,4.0,9.0,Laptop & Accessory,0.0
2088,17.0,Divorced,3.0,8.0,Laptop & Accessory,0.0
2089,0.0,Married,4.0,2.0,Fashion,1.0
2090,19.0,Single,5.0,3.0,Grocery,0.0
2091,18.0,Married,4.0,2.0,Laptop & Accessory,0.0
2092,13.0,Divorced,4.0,3.0,Fashion,1.0
2093,12.0,Single,4.0,5.0,Mobile,0.0
2094,0.0,Single,3.0,2.0,Mobile,0.0
2095,13.0,Married,4.0,3.0,Fashion,1.0
2096,14.0,Married,5.0,7.0,Laptop & Accessory,0.0
2097,8.0,Married,2.0,2.0,Laptop & Accessory,0.0
2098,16.0,Married,4.0,3.0,Laptop & Accessory,0.0
2099,7.0,Married,4.0,7.0,Laptop & Accessory,0.0
2100,0.0,Divorced,4.0,4.0,Laptop & Accessory,1.0
2101,8.0,Single,4.0,3.0,Fashion,0.0
2102,2.0,Single,3.0,2.0,Laptop & Accessory,0.0
2103,20.0,Married,4.0,10.0,Mobile,1.0
2104,2.0,Married,4.0,3.0,Laptop & Accessory,0.0
2105,0.0,Married,4.0,2.0,Mobile,1.0
2106,8.0,Married,4.0,2.0,Fashion,0.0
2107,4.0,Divorced,4.0,9.0,Laptop & Accessory,0.0
2108,21.0,Married,2.0,3.0,Laptop & Accessory,0.0
2109,15.0,Married,4.0,5.0,Mobile,0.0
2110,13.0,Single,4.0,22.0,Laptop & Accessory,0.0
2111,10.0,Married,5.0,4.0,Laptop & Accessory,0.0
2112,4.0,Married,1.0,5.0,Laptop & Accessory,0.0
2113,1.0,Married,4.0,11.0,Mobile,0.0
2114,0.0,Divorced,2.0,9.0,Laptop & Accessory,1.0
2115,3.0,Married,3.0,2.0,Mobile,0.0
2116,10.0,Single,4.0,6.0,Mobile,0.0
2117,24.0,Married,4.0,7.0,Grocery,0.0
2118,7.0,Single,3.0,2.0,Laptop & Accessory,0.0
2119,8.0,Single,2.0,4.0,Mobile,0.0
2120,7.0,Married,2.0,3.0,Laptop & Accessory,0.0
2121,0.0,Married,4.0,1.0,Mobile,1.0
2122,16.0,Married,4.0,2.0,Mobile,0.0
2123,9.0,Single,3.0,5.0,Laptop & Accessory,0.0
2124,28.0,Married,4.0,5.0,Grocery,0.0
2125,0.0,Divorced,4.0,7.0,Laptop & Accessory,0.0
2126,1.0,Married,4.0,9.0,Fashion,1.0
2127,9.0,Married,3.0,2.0,Mobile,0.0
2128,29.0,Married,4.0,5.0,Laptop & Accessory,0.0
2129,0.0,Single,5.0,2.0,Laptop & Accessory,1.0
2130,9.0,Single,4.0,5.0,Laptop & Accessory,0.0
2131,8.0,Married,4.0,3.0,Laptop & Accessory,0.0
2132,2.0,Married,3.0,2.0,Laptop & Accessory,0.0
2133,29.0,Single,5.0,9.0,Grocery,0.0
2134,7.0,Single,4.0,3.0,Grocery,0.0
2135,20.0,Divorced,4.0,5.0,Grocery,0.0
2136,6.0,Single,4.0,11.0,Mobile,0.0
2137,27.0,Divorced,4.0,7.0,Fashion,0.0
2138,3.0,Married,4.0,2.0,Laptop & Accessory,0.0
2139,31.0,Married,2.0,2.0,Laptop & Accessory,0.0
2140,9.0,Married,1.0,2.0,Mobile,1.0
2141,30.0,Single,4.0,6.0,Laptop & Accessory,0.0
2142,9.0,Single,3.0,5.0,Mobile,0.0
2143,1.0,Single,4.0,7.0,Laptop & Accessory,1.0
2144,15.0,Married,4.0,6.0,Mobile,0.0
2145,18.0,Single,4.0,3.0,Laptop & Accessory,0.0
2146,15.0,Married,3.0,2.0,Others,0.0
2147,20.0,Married,4.0,5.0,Fashion,0.0
2148,4.0,Married,4.0,9.0,Laptop & Accessory,0.0
2149,9.0,Married,4.0,4.0,Laptop & Accessory,0.0
2150,2.0,Married,4.0,2.0,Mobile,0.0
2151,0.0,Single,3.0,8.0,Mobile,1.0
2152,9.0,Married,5.0,3.0,Mobile,0.0
2153,1.0,Married,4.0,3.0,Mobile,0.0
2154,6.0,Married,6.0,2.0,Laptop & Accessory,0.0
2155,1.0,Single,6.0,3.0,Mobile,1.0
2156,20.0,Married,3.0,6.0,Laptop & Accessory,0.0
2157,12.0,Single,3.0,8.0,Laptop & Accessory,0.0
2158,31.0,Married,4.0,10.0,Mobile,0.0
2159,1.0,Married,4.0,7.0,Mobile,1.0
2160,1.0,Divorced,4.0,2.0,Laptop & Accessory,0.0
2161,10.0,Married,3.0,4.0,Laptop & Accessory,0.0
2162,3.0,Divorced,5.0,3.0,Fashion,0.0
2163,4.0,Married,1.0,9.0,Mobile,0.0
2164,4.0,Married,3.0,2.0,Mobile,0.0
2165,4.0,Divorced,4.0,2.0,Mobile,0.0
2166,5.0,Married,6.0,3.0,Mobile,0.0
2167,6.0,Single,4.0,4.0,Fashion,0.0
2168,0.0,Single,3.0,3.0,Mobile,0.0
2169,28.0,Married,4.0,9.0,Mobile,0.0
2170,22.0,Married,3.0,4.0,Others,0.0
2171,5.0,Single,5.0,2.0,Mobile,0.0
2172,19.0,Single,1.0,2.0,Grocery,0.0
2173,7.0,Married,3.0,8.0,Grocery,0.0
2174,2.0,Single,3.0,2.0,Laptop & Accessory,0.0
2175,28.0,Married,4.0,2.0,Others,0.0
2176,1.0,Married,6.0,8.0,Laptop & Accessory,1.0
2177,1.0,Single,4.0,2.0,Mobile,1.0
2178,13.0,Married,3.0,10.0,Mobile,0.0
2179,17.0,Single,4.0,2.0,Mobile,0.0
2180,16.0,Married,4.0,8.0,Others,0.0
2181,7.0,Married,3.0,2.0,Fashion,0.0
2182,8.0,Married,2.0,4.0,Laptop & Accessory,0.0
2183,0.0,Married,3.0,5.0,Mobile,0.0
2184,9.0,Single,5.0,8.0,Mobile,1.0
2185,15.0,Single,2.0,4.0,Laptop & Accessory,0.0
2186,1.0,Married,4.0,4.0,Fashion,1.0
2187,7.0,Married,3.0,2.0,Laptop & Accessory,0.0
2188,16.0,Married,4.0,11.0,Fashion,0.0
2189,16.0,Divorced,3.0,6.0,Grocery,0.0
2190,4.0,Married,3.0,2.0,Mobile,0.0
2191,0.0,Married,3.0,2.0,Mobile,0.0
2192,2.0,Divorced,4.0,9.0,Laptop & Accessory,1.0
2193,8.0,Married,3.0,2.0,Mobile,0.0
2194,1.0,Single,4.0,3.0,Mobile,0.0
2195,1.0,Married,4.0,3.0,Mobile,0.0
2196,1.0,Single,6.0,3.0,Laptop & Accessory,1.0
2197,8.0,Single,3.0,6.0,Laptop & Accessory,0.0
2198,6.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
2199,10.0,Married,3.0,2.0,Laptop & Accessory,0.0
2200,11.0,Married,4.0,3.0,Fashion,1.0
2201,19.0,Single,3.0,2.0,Mobile,1.0
2202,6.0,Married,4.0,3.0,Fashion,0.0
2203,19.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
2204,1.0,Single,4.0,3.0,Laptop & Accessory,1.0
2205,6.0,Single,3.0,2.0,Grocery,0.0
2206,31.0,Married,3.0,5.0,Fashion,0.0
2207,5.0,Married,3.0,2.0,Laptop & Accessory,0.0
2208,1.0,Single,2.0,5.0,Mobile,1.0
2209,8.0,Married,2.0,3.0,Laptop & Accessory,0.0
2210,8.0,Single,4.0,3.0,Laptop & Accessory,0.0
2211,27.0,Divorced,4.0,5.0,Grocery,0.0
2212,21.0,Single,5.0,3.0,Mobile,0.0
2213,4.0,Married,4.0,9.0,Laptop & Accessory,0.0
2214,5.0,Single,4.0,2.0,Mobile,0.0
2215,28.0,Married,3.0,4.0,Fashion,0.0
2216,5.0,Divorced,4.0,5.0,Mobile,0.0
2217,10.0,Married,3.0,8.0,Laptop & Accessory,0.0
2218,0.0,Single,3.0,6.0,Laptop & Accessory,1.0
2219,1.0,Married,5.0,3.0,Mobile,0.0
2220,16.0,Married,4.0,5.0,Mobile,0.0
2221,4.0,Single,4.0,2.0,Mobile,0.0
2222,9.0,Married,4.0,2.0,Mobile,0.0
2223,5.0,Married,3.0,6.0,Laptop & Accessory,0.0
2224,1.0,Single,4.0,5.0,Laptop & Accessory,1.0
2225,11.0,Married,4.0,4.0,Fashion,0.0
2226,8.0,Married,4.0,7.0,Mobile,0.0
2227,1.0,Single,4.0,2.0,Laptop & Accessory,0.0
2228,10.0,Single,5.0,3.0,Fashion,0.0
2229,1.0,Single,3.0,3.0,Mobile,1.0
2230,14.0,Married,5.0,3.0,Mobile,1.0
2231,1.0,Single,4.0,8.0,Mobile,1.0
2232,1.0,Single,5.0,2.0,Mobile,0.0
2233,9.0,Single,4.0,2.0,Mobile,1.0
2234,9.0,Married,1.0,2.0,Mobile,0.0
2235,12.0,Married,4.0,1.0,Laptop & Accessory,0.0
2236,7.0,Single,3.0,2.0,Laptop & Accessory,0.0
2237,6.0,Married,3.0,2.0,Mobile,0.0
2238,9.0,Married,6.0,3.0,Mobile,0.0
2239,21.0,Single,4.0,7.0,Others,0.0
2240,9.0,Single,4.0,1.0,Mobile,0.0
2241,10.0,Single,4.0,11.0,Laptop & Accessory,0.0
2242,8.0,Single,4.0,5.0,Laptop & Accessory,0.0
2243,3.0,Married,3.0,3.0,Fashion,0.0
2244,10.0,Married,3.0,7.0,Mobile,0.0
2245,1.0,Single,5.0,8.0,Mobile,1.0
2246,0.0,Divorced,3.0,2.0,Mobile,1.0
2247,25.0,Divorced,4.0,6.0,Laptop & Accessory,0.0
2248,14.0,Married,2.0,7.0,Laptop & Accessory,0.0
2249,1.0,Married,4.0,2.0,Mobile,0.0
2250,1.0,Single,4.0,3.0,Mobile,0.0
2251,11.0,Married,3.0,10.0,Laptop & Accessory,0.0
2252,17.0,Married,5.0,2.0,Fashion,1.0
2253,10.0,Single,3.0,5.0,Mobile,0.0
2254,19.0,Married,5.0,2.0,Laptop & Accessory,0.0
2255,9.0,Married,4.0,7.0,Mobile,1.0
2256,7.0,Married,1.0,1.0,Mobile,0.0
2257,9.0,Single,3.0,2.0,Mobile,1.0
2258,3.0,Married,6.0,5.0,Laptop & Accessory,0.0
2259,4.0,Married,5.0,3.0,Laptop & Accessory,0.0
2260,30.0,Divorced,3.0,4.0,Others,0.0
2261,1.0,Single,4.0,3.0,Mobile,1.0
2262,9.0,Divorced,3.0,2.0,Mobile,0.0
2263,10.0,Married,4.0,8.0,Laptop & Accessory,0.0
2264,1.0,Single,6.0,3.0,Mobile,1.0
2265,5.0,Married,4.0,3.0,Others,1.0
2266,10.0,Single,3.0,5.0,Fashion,0.0
2267,7.0,Married,3.0,2.0,Laptop & Accessory,0.0
2268,15.0,Single,3.0,10.0,Fashion,1.0
2269,17.0,Single,3.0,10.0,Laptop & Accessory,0.0
2270,6.0,Married,4.0,5.0,Fashion,0.0
2271,1.0,Married,4.0,8.0,Mobile,1.0
2272,28.0,Married,3.0,4.0,Laptop & Accessory,0.0
2273,7.0,Single,3.0,2.0,Mobile,0.0
2274,16.0,Single,5.0,10.0,Others,0.0
2275,18.0,Divorced,3.0,1.0,Laptop & Accessory,0.0
2276,19.0,Married,4.0,3.0,Laptop & Accessory,0.0
2277,0.0,Single,3.0,3.0,Mobile,1.0
2278,1.0,Married,5.0,9.0,Laptop & Accessory,0.0
2279,19.0,Married,3.0,8.0,Others,0.0
2280,15.0,Married,4.0,4.0,Laptop & Accessory,0.0
2281,30.0,Divorced,4.0,6.0,Grocery,0.0
2282,22.0,Single,4.0,9.0,Fashion,0.0
2283,10.0,Married,3.0,2.0,Fashion,0.0
2284,1.0,Married,4.0,5.0,Mobile,0.0
2285,3.0,Divorced,4.0,5.0,Laptop & Accessory,1.0
2286,5.0,Married,4.0,3.0,Fashion,0.0
2287,1.0,Single,5.0,3.0,Mobile,0.0
2288,11.0,Married,4.0,3.0,Fashion,0.0
2289,13.0,Married,3.0,3.0,Mobile,0.0
2290,7.0,Single,3.0,1.0,Laptop & Accessory,0.0
2291,2.0,Married,3.0,2.0,Laptop & Accessory,0.0
2292,23.0,Single,4.0,6.0,Grocery,0.0
2293,9.0,Married,3.0,2.0,Mobile,0.0
2294,10.0,Single,1.0,5.0,Laptop & Accessory,1.0
2295,1.0,Single,4.0,3.0,Mobile,1.0
2296,13.0,Married,3.0,9.0,Mobile,0.0
2297,8.0,Married,5.0,3.0,Mobile,0.0
2298,1.0,Single,4.0,3.0,Mobile,0.0
2299,9.0,Married,4.0,1.0,Fashion,0.0
2300,0.0,Single,3.0,2.0,Mobile,0.0
2301,4.0,Single,3.0,8.0,Laptop & Accessory,0.0
2302,1.0,Single,3.0,1.0,Laptop & Accessory,0.0
2303,1.0,Single,4.0,3.0,Laptop & Accessory,0.0
2304,10.0,Married,4.0,2.0,Laptop & Accessory,0.0
2305,1.0,Married,4.0,3.0,Fashion,0.0
2306,11.0,Single,4.0,5.0,Laptop & Accessory,0.0
2307,13.0,Married,2.0,4.0,Fashion,0.0
2308,9.0,Single,4.0,5.0,Fashion,0.0
2309,3.0,Married,4.0,3.0,Laptop & Accessory,0.0
2310,4.0,Married,4.0,10.0,Laptop & Accessory,0.0
2311,14.0,Married,1.0,2.0,Mobile,0.0
2312,1.0,Single,4.0,3.0,Mobile,0.0
2313,9.0,Divorced,3.0,8.0,Mobile,0.0
2314,2.0,Married,3.0,2.0,Laptop & Accessory,0.0
2315,1.0,Married,5.0,2.0,Mobile,0.0
2316,9.0,Married,3.0,2.0,Mobile,1.0
2317,5.0,Divorced,4.0,2.0,Laptop & Accessory,0.0
2318,2.0,Married,4.0,7.0,Mobile,0.0
2319,1.0,Married,4.0,2.0,Laptop & Accessory,0.0
2320,14.0,Married,4.0,3.0,Laptop & Accessory,0.0
2321,9.0,Single,4.0,2.0,Laptop & Accessory,0.0
2322,8.0,Single,4.0,4.0,Mobile,0.0
2323,9.0,Married,4.0,5.0,Mobile,0.0
2324,27.0,Divorced,3.0,5.0,Others,0.0
2325,11.0,Single,4.0,5.0,Laptop & Accessory,0.0
2326,9.0,Single,3.0,5.0,Laptop & Accessory,0.0
2327,9.0,Married,3.0,5.0,Mobile,0.0
2328,0.0,Married,3.0,2.0,Laptop & Accessory,1.0
2329,1.0,Married,2.0,2.0,Mobile,0.0
2330,20.0,Single,3.0,2.0,Laptop & Accessory,0.0
2331,31.0,Married,4.0,4.0,Laptop & Accessory,0.0
2332,19.0,Married,3.0,3.0,Laptop & Accessory,0.0
2333,13.0,Divorced,4.0,3.0,Mobile,0.0
2334,26.0,Married,3.0,4.0,Others,0.0
2335,6.0,Divorced,3.0,3.0,Mobile,0.0
2336,5.0,Married,3.0,1.0,Mobile,0.0
2337,13.0,Married,4.0,4.0,Laptop & Accessory,0.0
2338,5.0,Divorced,1.0,2.0,Laptop & Accessory,0.0
2339,8.0,Married,5.0,7.0,Mobile,0.0
2340,3.0,Married,4.0,6.0,Laptop & Accessory,1.0
2341,0.0,Married,4.0,1.0,Mobile,0.0
2342,16.0,Married,4.0,2.0,Grocery,0.0
2343,18.0,Married,3.0,10.0,Laptop & Accessory,0.0
2344,2.0,Single,3.0,1.0,Mobile,1.0
2345,7.0,Divorced,3.0,5.0,Mobile,1.0
2346,7.0,Married,2.0,3.0,Laptop & Accessory,0.0
2347,6.0,Divorced,2.0,3.0,Laptop & Accessory,0.0
2348,13.0,Married,4.0,10.0,Laptop & Accessory,0.0
2349,2.0,Single,2.0,2.0,Laptop & Accessory,0.0
2350,1.0,Married,3.0,2.0,Laptop & Accessory,0.0
2351,6.0,Married,3.0,1.0,Laptop & Accessory,0.0
2352,25.0,Married,4.0,5.0,Mobile,0.0
2353,9.0,Divorced,5.0,3.0,Fashion,0.0
2354,14.0,Married,4.0,4.0,Mobile,0.0
2355,7.0,Married,3.0,5.0,Mobile,1.0
2356,13.0,Divorced,3.0,11.0,Laptop & Accessory,0.0
2357,0.0,Single,4.0,1.0,Laptop & Accessory,1.0
2358,25.0,Divorced,3.0,10.0,Mobile,0.0
2359,6.0,Single,3.0,3.0,Laptop & Accessory,0.0
2360,5.0,Single,4.0,3.0,Laptop & Accessory,0.0
2361,4.0,Married,4.0,3.0,Laptop & Accessory,0.0
2362,11.0,Married,6.0,3.0,Laptop & Accessory,0.0
2363,12.0,Married,4.0,2.0,Laptop & Accessory,0.0
2364,15.0,Divorced,3.0,3.0,Fashion,0.0
2365,4.0,Married,4.0,9.0,Laptop & Accessory,0.0
2366,14.0,Married,4.0,2.0,Others,0.0
2367,1.0,Single,4.0,2.0,Fashion,1.0
2368,8.0,Married,2.0,3.0,Laptop & Accessory,0.0
2369,1.0,Married,5.0,3.0,Mobile,0.0
2370,0.0,Married,5.0,2.0,Mobile,0.0
2371,9.0,Single,3.0,5.0,Laptop & Accessory,0.0
2372,11.0,Married,4.0,3.0,Fashion,0.0
2373,23.0,Married,4.0,3.0,Laptop & Accessory,0.0
2374,1.0,Single,4.0,3.0,Laptop & Accessory,0.0
2375,5.0,Single,4.0,2.0,Laptop & Accessory,0.0
2376,17.0,Married,1.0,3.0,Laptop & Accessory,0.0
2377,16.0,Married,4.0,3.0,Others,0.0
2378,1.0,Divorced,5.0,7.0,Laptop & Accessory,0.0
2379,8.0,Married,4.0,3.0,Mobile,0.0
2380,16.0,Married,6.0,3.0,Others,1.0
2381,9.0,Single,3.0,2.0,Mobile,1.0
2382,7.0,Single,5.0,2.0,Mobile,0.0
2383,18.0,Married,5.0,5.0,Fashion,0.0
2384,23.0,Married,5.0,4.0,Grocery,0.0
2385,4.0,Married,2.0,5.0,Laptop & Accessory,0.0
2386,23.0,Married,3.0,4.0,Others,0.0
2387,23.0,Married,4.0,5.0,Fashion,0.0
2388,1.0,Married,2.0,4.0,Mobile,0.0
2389,23.0,Married,4.0,5.0,Grocery,0.0
2390,4.0,Married,3.0,2.0,Fashion,0.0
2391,0.0,Married,3.0,3.0,Laptop & Accessory,1.0
2392,6.0,Married,4.0,3.0,Mobile,0.0
2393,21.0,Married,3.0,9.0,Laptop & Accessory,0.0
2394,6.0,Married,5.0,8.0,Mobile,0.0
2395,9.0,Married,3.0,2.0,Mobile,1.0
2396,19.0,Single,3.0,7.0,Mobile,0.0
2397,20.0,Single,4.0,5.0,Others,0.0
2398,4.0,Married,3.0,2.0,Fashion,0.0
2399,1.0,Married,3.0,3.0,Mobile,0.0
2400,7.0,Married,4.0,2.0,Laptop & Accessory,0.0
2401,0.0,Divorced,3.0,8.0,Mobile,1.0
2402,18.0,Married,4.0,10.0,Grocery,0.0
2403,1.0,Single,5.0,7.0,Mobile,1.0
2404,15.0,Married,4.0,1.0,Laptop & Accessory,0.0
2405,26.0,Single,5.0,9.0,Mobile,0.0
2406,5.0,Divorced,5.0,3.0,Fashion,0.0
2407,14.0,Married,4.0,10.0,Laptop & Accessory,0.0
2408,9.0,Married,1.0,5.0,Mobile,0.0
2409,6.0,Married,3.0,2.0,Laptop & Accessory,0.0
2410,17.0,Married,4.0,3.0,Laptop & Accessory,0.0
2411,0.0,Married,4.0,5.0,Mobile,1.0
2412,1.0,Married,2.0,3.0,Mobile,0.0
2413,14.0,Married,4.0,4.0,Laptop & Accessory,0.0
2414,13.0,Single,3.0,2.0,Grocery,0.0
2415,14.0,Single,5.0,3.0,Others,0.0
2416,13.0,Married,3.0,8.0,Laptop & Accessory,0.0
2417,0.0,Divorced,5.0,6.0,Mobile,1.0
2418,19.0,Single,3.0,7.0,Mobile,0.0
2419,8.0,Married,4.0,3.0,Fashion,0.0
2420,17.0,Single,3.0,2.0,Laptop & Accessory,0.0
2421,4.0,Married,4.0,3.0,Mobile,0.0
2422,1.0,Single,4.0,5.0,Laptop & Accessory,1.0
2423,8.0,Single,4.0,2.0,Laptop & Accessory,0.0
2424,1.0,Married,5.0,3.0,Mobile,0.0
2425,14.0,Single,4.0,8.0,Fashion,0.0
2426,23.0,Married,4.0,6.0,Mobile,0.0
2427,6.0,Single,4.0,4.0,Mobile,0.0
2428,1.0,Married,4.0,6.0,Mobile,1.0
2429,26.0,Single,3.0,3.0,Laptop & Accessory,0.0
2430,5.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
2431,19.0,Divorced,4.0,7.0,Others,1.0
2432,9.0,Married,3.0,2.0,Mobile,0.0
2433,15.0,Divorced,3.0,2.0,Others,0.0
2434,4.0,Married,4.0,2.0,Laptop & Accessory,0.0
2435,21.0,Married,3.0,4.0,Grocery,0.0
